Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,Habitability_score
2.0,620,1.0,2,0.0,0.0,1,3.0,8.1,2.0,2.0,161.0,3.38,94.34
3.0,2290,3.0,2,0.0,1.0,0,3.0,7.36,0.0,1.0,141.0,4.1,91.55
0.0,403,6.0,3,1.0,3.0,1,3.0,5.8,1.0,1.0,114.0,2.26,91.99
2.0,738,1.0,3,0.0,2.0,0,0.0,7.15,0.0,1.0,123.0,2.56,76.77000000000001
4.0,216,2.0,1,0.0,2.0,0,2.0,6.71,0.0,1.0,100.0,3.22,97.09
2.0,218,4.0,3,1.0,1.0,0,3.0,8.16,1.0,2.0,178.0,3.36,52.4
3.0,1211,2.0,4,0.0,2.0,0,2.0,6.56,0.0,1.0,121.0,3.19,89.99
0.0,1191,7.0,3,0.0,0.0,0,1.0,3.78,0.0,0.0,45.0,4.31,89.87
2.0,135,2.0,3,0.0,2.0,0,3.0,5.18,0.0,1.0,92.0,3.55,87.99
0.0,11660,4.0,2,0.0,0.0,0,3.0,4.18,0.0,1.0,92.0,4.81,90.16
3.0,1174,4.0,3,0.0,1.0,0,3.0,8.58,0.0,2.0,194.0,3.97,97.41
2.0,273,2.0,3,1.0,1.0,0,3.0,7.63,3.0,1.0,107.0,2.26,48.32
3.0,1470,2.0,4,1.0,0.0,0,2.0,4.05,1.0,1.0,107.0,3.85,81.86
3.0,1638,5.0,2,2.0,2.0,0,2.0,6.38,0.0,1.0,85.0,3.24,90.46
3.0,1759,5.0,3,1.0,0.0,1,1.0,7.07,0.0,1.0,105.0,4.15,91.86
3.0,1745,5.0,4,0.0,3.0,0,1.0,6.76,0.0,1.0,111.0,2.26,97.31
2.0,438,4.0,3,0.0,1.0,0,3.0,5.49,0.0,1.0,119.0,4.14,110.54
0.0,906,5.0,1,1.0,1.0,1,2.0,4.61,1.0,1.0,115.0,3.21,89.27
2.0,641,4.0,1,2.0,0.0,0,2.0,5.55,0.0,1.0,96.0,4.48,103.1
2.0,855,2.0,3,0.0,1.0,1,1.0,7.32,1.0,1.0,155.0,2.83,95.1
2.0,193,1.0,2,0.0,1.0,0,3.0,3.99,1.0,0.0,98.0,3.61,107.65
3.0,1539,4.0,1,1.0,1.0,0,3.0,5.49,2.0,1.0,88.0,2.93,57.63
2.0,210,2.0,3,1.0,0.0,0,3.0,6.27,0.0,1.0,123.0,4.76,86.48
0.0,1095,7.0,2,1.0,0.0,0,3.0,8.27,2.0,2.0,167.0,3.37,63.72
2.0,932,1.0,2,2.0,1.0,1,2.0,6.11,0.0,1.0,114.0,3.83,112.4
0.0,1194,4.0,2,2.0,0.0,0,3.0,7.86,2.0,1.0,92.0,3.53,89.24
2.0,660,2.0,2,0.0,3.0,0,2.0,6.56,1.0,1.0,120.0,1.94,85.41
2.0,170,4.0,3,0.0,0.0,0,3.0,6.7,1.0,1.0,115.0,4.14,95.66
1.0,4157,8.0,5,2.0,1.0,0,1.0,8.23,1.0,2.0,138.0,2.78,108.89
2.0,641,3.0,1,1.0,0.0,1,3.0,7.93,0.0,1.0,133.0,4.74,96.12
2.0,162,3.0,1,0.0,0.0,0,2.0,6.19,0.0,1.0,98.0,4.48,111.14
4.0,273,3.0,1,0.0,1.0,1,2.0,6.73,0.0,1.0,158.0,3.77,95.33
3.0,1960,4.0,3,0.0,0.0,0,3.0,5.73,0.0,1.0,85.0,4.81,96.09
2.0,882,3.0,1,0.0,0.0,0,2.0,7.5,1.0,1.0,155.0,3.77,100.17
3.0,1246,2.0,2,0.0,0.0,0,2.0,7.21,0.0,1.0,111.0,4.46,88.73
2.0,136,2.0,2,0.0,0.0,0,3.0,6.13,0.0,1.0,149.0,4.73,113.88
3.0,1350,4.0,4,0.0,0.0,0,3.0,9.49,0.0,2.0,166.0,4.62,101.76
1.0,3714,7.0,4,2.0,0.0,0,3.0,6.76,0.0,2.0,158.0,4.65,102.6
2.0,396,4.0,3,0.0,0.0,0,2.0,6.93,0.0,1.0,169.0,4.38,109.69
2.0,961,1.0,1,0.0,0.0,0,3.0,7.7,2.0,1.0,132.0,3.48,95.84
2.0,938,2.0,2,2.0,0.0,0,3.0,5.63,1.0,1.0,82.0,4.19,101.64
0.0,1095,4.0,1,2.0,0.0,0,3.0,4.07,1.0,1.0,107.0,4.17,96.86
2.0,967,3.0,2,1.0,1.0,0,3.0,7.35,0.0,1.0,142.0,4.1,90.12
0.0,453,6.0,3,0.0,0.0,0,3.0,8.23,1.0,2.0,190.0,3.97,96.47
3.0,2133,5.0,2,0.0,0.0,0,0.0,6.74,0.0,1.0,86.0,3.86,94.52
3.0,1471,2.0,2,0.0,1.0,1,3.0,7.09,0.0,1.0,151.0,4.09,102.6
2.0,668,3.0,3,0.0,0.0,0,3.0,6.98,2.0,1.0,150.0,3.47,101.48
4.0,267,0.0,1,1.0,2.0,0,3.0,6.0,3.0,1.0,154.0,1.58,38.4
3.0,1420,4.0,4,0.0,1.0,0,3.0,8.04,0.0,2.0,178.0,3.99,94.1
2.0,210,1.0,3,0.0,0.0,0,3.0,7.29,0.0,1.0,124.0,4.75,106.74
3.0,1463,2.0,4,1.0,1.0,0,3.0,6.91,2.0,1.0,98.0,2.9,58.59
4.0,311,2.0,2,0.0,0.0,1,1.0,7.82,0.0,1.0,128.0,4.12,96.6
2.0,831,3.0,1,2.0,0.0,0,2.0,4.41,1.0,1.0,84.0,3.88,94.0
4.0,485,3.0,1,0.0,1.0,0,3.0,7.24,0.0,1.0,124.0,4.12,93.77
0.0,728,5.0,3,0.0,0.0,0,2.0,4.77,2.0,1.0,114.0,3.21,90.98
2.0,479,2.0,2,0.0,1.0,0,0.0,5.8,1.0,2.0,114.0,2.51,65.8
4.0,446,2.0,1,0.0,0.0,0,3.0,6.19,0.0,1.0,140.0,4.74,86.77
2.0,263,4.0,2,1.0,0.0,0,3.0,5.76,1.0,0.0,115.0,4.21,94.03
2.0,260,1.0,3,0.0,0.0,0,3.0,7.09,0.0,1.0,91.0,4.79,89.91
3.0,1881,2.0,4,1.0,0.0,1,3.0,5.65,0.0,1.0,87.0,4.81,98.72
0.0,463,4.0,1,0.0,1.0,0,1.0,5.21,1.0,1.0,101.0,2.91,86.67
3.0,1440,4.0,4,0.0,0.0,0,2.0,5.41,1.0,1.0,86.0,3.87,105.35
1.0,2116,11.0,6,0.0,1.0,0,2.0,8.06,0.0,2.0,172.0,3.68,96.48
2.0,288,3.0,3,0.0,1.0,0,3.0,6.93,0.0,1.0,137.0,4.11,106.46
3.0,1612,5.0,4,2.0,2.0,1,3.0,8.05,0.0,2.0,172.0,3.37,109.13
1.0,2037,13.0,2,2.0,1.0,0,0.0,6.2,3.0,1.0,160.0,1.26,76.67
2.0,227,4.0,3,1.0,0.0,0,3.0,6.83,0.0,1.0,93.0,4.79,89.55
3.0,1611,5.0,2,2.0,0.0,1,2.0,6.7,3.0,1.0,162.0,2.51,93.28
1.0,2288,8.0,5,0.0,0.0,0,3.0,6.49,0.0,1.0,80.0,4.81,98.4
2.0,883,1.0,1,0.0,0.0,0,0.0,7.1,0.0,1.0,114.0,3.82,91.19
4.0,372,3.0,1,1.0,0.0,0,0.0,6.01,2.0,1.0,166.0,2.51,53.6
3.0,2161,5.0,2,1.0,0.0,1,3.0,6.96,0.0,1.0,140.0,4.73,96.34
3.0,1829,4.0,4,1.0,0.0,1,3.0,6.36,3.0,1.0,116.0,2.89,95.28
1.0,3913,11.0,4,2.0,0.0,1,2.0,6.11,3.0,1.0,112.0,2.58,101.05
3.0,1499,4.0,3,2.0,0.0,0,2.0,6.71,2.0,1.0,102.0,3.21,102.05
3.0,1252,2.0,4,1.0,0.0,0,2.0,6.78,0.0,1.0,161.0,4.39,89.62
3.0,1655,4.0,1,2.0,1.0,1,3.0,7.58,0.0,1.0,144.0,4.1,106.23
2.0,504,1.0,2,0.0,0.0,0,3.0,4.63,0.0,1.0,101.0,4.8,90.5
2.0,427,2.0,2,1.0,2.0,0,3.0,6.67,0.0,1.0,117.0,3.51,86.75
3.0,2218,2.0,1,0.0,0.0,1,2.0,5.41,1.0,1.0,113.0,3.84,97.81
2.0,199,3.0,3,2.0,1.0,0,3.0,5.82,2.0,1.0,117.0,2.89,102.0
3.0,2063,5.0,3,1.0,0.0,1,3.0,6.54,0.0,1.0,97.0,4.79,101.8
2.0,539,4.0,1,1.0,0.0,1,2.0,6.7,0.0,1.0,91.0,4.48,87.91
0.0,13007,4.0,1,1.0,1.0,1,2.0,4.3,1.0,1.0,114.0,3.21,104.19
2.0,515,4.0,3,0.0,1.0,0,2.0,6.89,0.0,1.0,162.0,3.77,88.97
3.0,2167,3.0,4,0.0,1.0,1,3.0,7.42,1.0,1.0,147.0,3.47,95.43
3.0,1324,4.0,3,0.0,0.0,0,1.0,7.92,2.0,1.0,150.0,2.83,77.7
0.0,845,7.0,2,2.0,3.0,0,0.0,6.29,0.0,1.0,92.0,1.97,98.3
3.0,1621,2.0,4,0.0,0.0,0,0.0,4.83,0.0,0.0,101.0,3.92,109.5
3.0,1870,3.0,1,1.0,0.0,0,2.0,4.25,1.0,1.0,105.0,3.85,86.99
3.0,2028,4.0,1,2.0,0.0,0,3.0,2.03,1.0,0.0,48.0,4.32,108.38
2.0,946,3.0,2,1.0,0.0,1,2.0,7.27,0.0,1.0,90.0,4.48,93.83
3.0,1857,3.0,4,0.0,0.0,0,1.0,5.38,1.0,1.0,84.0,3.56,98.16
0.0,1031,6.0,3,1.0,3.0,1,3.0,7.13,0.0,1.0,155.0,2.83,91.19
0.0,494,5.0,1,0.0,1.0,0,1.0,4.25,1.0,1.0,110.0,2.91,87.49
3.0,1538,3.0,4,0.0,2.0,1,3.0,6.61,0.0,1.0,143.0,3.48,100.91
3.0,1114,4.0,4,2.0,2.0,0,3.0,5.71,0.0,1.0,98.0,3.54,100.45
2.0,715,4.0,1,0.0,1.0,1,3.0,7.22,0.0,1.0,82.0,4.18,103.93
3.0,1832,4.0,1,1.0,0.0,1,1.0,8.07,3.0,2.0,161.0,2.13,66.41
3.0,1894,2.0,1,1.0,3.0,0,2.0,5.93,0.0,1.0,89.0,2.61,67.32
2.0,945,2.0,3,2.0,1.0,0,3.0,5.36,0.0,1.0,81.0,4.19,98.67
2.0,330,4.0,3,0.0,0.0,0,2.0,7.83,0.0,1.0,104.0,4.46,102.77
3.0,2224,5.0,2,0.0,0.0,0,2.0,6.37,3.0,1.0,105.0,2.59,83.05
1.0,3118,5.0,5,0.0,0.0,0,1.0,6.77,0.0,1.0,102.0,4.16,92.96
3.0,1232,3.0,4,1.0,0.0,0,3.0,5.11,1.0,1.0,111.0,4.15,97.2
3.0,1585,5.0,2,0.0,0.0,0,2.0,6.88,1.0,1.0,162.0,3.77,107.83
0.0,940,5.0,2,1.0,1.0,0,3.0,6.44,2.0,1.0,155.0,2.84,51.120000000000005
2.0,344,2.0,1,1.0,2.0,0,1.0,4.85,2.0,1.0,97.0,1.66,37.92
3.0,1689,3.0,1,0.0,0.0,0,3.0,7.9,2.0,1.0,155.0,3.45,86.92
3.0,1151,4.0,3,1.0,0.0,0,1.0,7.34,0.0,1.0,100.0,4.15,90.6
2.0,218,1.0,3,1.0,1.0,0,3.0,8.45,2.0,2.0,152.0,2.76,56.07
1.0,2835,13.0,6,0.0,0.0,1,1.0,8.14,0.0,2.0,141.0,4.04,99.69
2.0,231,3.0,1,0.0,2.0,0,0.0,6.55,0.0,1.0,97.0,2.59,92.0
2.0,355,4.0,3,1.0,1.0,0,1.0,3.4,0.0,0.0,18.0,3.72,88.42
3.0,2045,2.0,1,0.0,1.0,0,3.0,6.67,1.0,1.0,121.0,3.5,102.66
2.0,971,1.0,1,2.0,0.0,0,3.0,7.81,0.0,1.0,82.0,4.8,107.34
0.0,1219,5.0,1,0.0,0.0,0,2.0,4.87,1.0,1.0,104.0,3.85,102.33
3.0,1853,2.0,4,0.0,1.0,0,3.0,6.04,1.0,1.0,132.0,3.49,90.26
3.0,2203,5.0,3,2.0,0.0,0,3.0,6.64,0.0,1.0,162.0,4.71,104.89
2.0,544,4.0,2,0.0,0.0,0,0.0,6.2,3.0,1.0,103.0,1.96,57.08
1.0,3252,9.0,2,0.0,0.0,1,1.0,8.77,1.0,2.0,182.0,3.35,88.55
0.0,409,7.0,1,2.0,0.0,0,1.0,7.82,0.0,1.0,82.0,4.17,96.62
0.0,794,4.0,3,0.0,0.0,0,3.0,6.44,0.0,1.0,163.0,4.71,95.18
2.0,785,2.0,3,0.0,1.0,1,3.0,6.69,2.0,1.0,87.0,2.92,95.78
2.0,731,2.0,3,1.0,0.0,1,3.0,5.39,1.0,1.0,107.0,4.16,98.2
2.0,604,1.0,3,0.0,0.0,1,0.0,5.67,2.0,1.0,81.0,2.62,96.65
2.0,801,3.0,3,2.0,0.0,1,3.0,6.37,0.0,1.0,165.0,4.71,110.59
2.0,495,2.0,3,0.0,0.0,0,3.0,7.89,0.0,1.0,81.0,4.8,93.38
2.0,426,1.0,1,0.0,0.0,0,3.0,6.72,0.0,1.0,82.0,4.81,88.51
2.0,321,1.0,1,1.0,0.0,0,0.0,6.64,0.0,1.0,103.0,3.84,84.79
1.0,3864,5.0,4,2.0,0.0,0,3.0,7.43,0.0,1.0,157.0,4.71,112.73
2.0,481,4.0,1,0.0,0.0,0,3.0,7.68,0.0,1.0,153.0,4.71,89.63
3.0,1229,2.0,3,2.0,0.0,0,2.0,5.77,1.0,1.0,82.0,3.87,95.72
2.0,953,2.0,3,0.0,1.0,0,2.0,8.24,2.0,2.0,123.0,2.49,68.84
2.0,347,3.0,2,2.0,1.0,1,3.0,6.65,0.0,1.0,134.0,4.12,116.0
3.0,1242,2.0,3,0.0,1.0,1,2.0,7.44,0.0,1.0,170.0,3.75,96.33
1.0,2388,14.0,2,0.0,1.0,1,3.0,5.47,1.0,1.0,88.0,3.55,103.13
3.0,1583,5.0,4,2.0,3.0,0,3.0,5.81,0.0,1.0,93.0,2.92,95.73
3.0,2053,5.0,1,0.0,0.0,1,2.0,5.89,0.0,1.0,107.0,4.47,106.61
2.0,499,2.0,3,0.0,0.0,1,3.0,4.7,1.0,1.0,114.0,4.15,101.43
3.0,2243,5.0,1,2.0,1.0,0,2.0,4.5,2.0,0.0,113.0,2.65,103.08
3.0,1541,3.0,3,0.0,0.0,1,3.0,6.83,0.0,1.0,142.0,4.73,108.51
2.0,685,2.0,3,0.0,3.0,0,3.0,6.31,1.0,1.0,90.0,2.29,81.21000000000001
2.0,575,4.0,2,0.0,0.0,0,0.0,6.01,1.0,1.0,107.0,3.21,79.55
3.0,1656,2.0,3,0.0,0.0,0,0.0,5.63,1.0,1.0,101.0,3.22,96.07
0.0,417,4.0,2,1.0,0.0,0,2.0,7.54,0.0,1.0,127.0,4.43,98.93
2.0,608,4.0,1,0.0,1.0,1,3.0,6.3,1.0,1.0,89.0,3.55,94.27
2.0,737,3.0,1,1.0,1.0,0,3.0,7.81,0.0,1.0,82.0,4.17,83.18
2.0,548,1.0,3,0.0,1.0,0,1.0,8.17,2.0,2.0,144.0,2.15,48.56
0.0,1296,4.0,1,0.0,0.0,1,2.0,5.75,0.0,1.0,108.0,4.47,105.33
0.0,660,5.0,1,0.0,2.0,0,2.0,6.11,0.0,1.0,159.0,3.15,103.91
1.0,3968,7.0,6,2.0,0.0,0,2.0,7.54,0.0,1.0,102.0,4.46,106.41
2.0,825,3.0,1,0.0,1.0,0,1.0,6.19,0.0,1.0,84.0,3.55,96.86
3.0,1185,2.0,4,2.0,0.0,1,3.0,3.84,3.0,0.0,50.0,3.05,101.89
3.0,2092,3.0,2,0.0,1.0,0,3.0,6.47,0.0,1.0,170.0,4.07,96.99
4.0,469,0.0,1,0.0,1.0,1,2.0,7.05,0.0,1.0,161.0,3.77,93.64
0.0,1249,4.0,1,0.0,0.0,0,2.0,6.72,2.0,1.0,152.0,3.15,83.78
4.0,498,1.0,1,1.0,0.0,0,1.0,4.8,0.0,1.0,81.0,4.19,97.46
2.0,231,4.0,3,0.0,0.0,0,3.0,6.19,0.0,1.0,170.0,4.7,99.4
4.0,276,2.0,1,0.0,1.0,0,3.0,4.99,1.0,1.0,82.0,3.56,89.54
1.0,1923,7.0,4,0.0,0.0,0,3.0,8.1,2.0,2.0,184.0,3.35,92.74
3.0,2222,5.0,1,1.0,0.0,0,2.0,6.42,1.0,1.0,101.0,3.84,95.94
0.0,525,7.0,3,0.0,0.0,1,3.0,5.83,0.0,1.0,81.0,4.82,105.99
3.0,2153,4.0,4,0.0,2.0,0,2.0,7.22,0.0,1.0,164.0,3.13,88.11
2.0,826,2.0,1,2.0,1.0,0,2.0,5.62,1.0,1.0,89.0,3.24,106.01
2.0,443,2.0,2,2.0,0.0,0,2.0,7.61,0.0,1.0,132.0,4.43,102.91
3.0,1254,5.0,4,0.0,0.0,0,3.0,4.57,1.0,1.0,90.0,4.18,96.53
2.0,523,1.0,2,1.0,0.0,0,3.0,6.99,2.0,1.0,167.0,3.44,59.29
3.0,1446,4.0,3,0.0,0.0,0,1.0,6.32,0.0,1.0,118.0,4.14,108.76
2.0,795,1.0,3,1.0,0.0,0,3.0,7.76,0.0,1.0,104.0,4.77,95.03
3.0,1625,5.0,4,0.0,0.0,0,2.0,7.75,1.0,1.0,155.0,3.77,105.71
1.0,3903,5.0,2,2.0,1.0,0,3.0,3.5,0.0,0.0,26.0,4.33,113.4
2.0,500,4.0,3,1.0,0.0,0,2.0,6.31,0.0,1.0,165.0,4.39,91.29
4.0,314,2.0,2,0.0,1.0,0,3.0,8.32,0.0,2.0,151.0,4.02,97.3
3.0,1668,2.0,2,0.0,0.0,1,3.0,7.15,3.0,1.0,163.0,2.82,104.7
2.0,885,1.0,1,0.0,1.0,1,3.0,6.99,3.0,1.0,85.0,2.29,103.46
3.0,1370,2.0,1,2.0,0.0,0,2.0,5.62,0.0,1.0,107.0,4.47,104.1
2.0,833,4.0,3,0.0,1.0,1,2.0,4.8,1.0,0.0,90.0,3.3,93.77
2.0,583,4.0,2,0.0,2.0,0,0.0,6.97,2.0,1.0,122.0,1.3,56.58
2.0,442,1.0,3,2.0,0.0,0,1.0,3.44,1.0,0.0,86.0,3.63,94.11
4.0,491,0.0,2,0.0,0.0,0,3.0,6.06,1.0,2.0,121.0,4.07,90.34
0.0,1032,4.0,1,1.0,2.0,0,1.0,5.47,1.0,1.0,88.0,2.3,46.32
3.0,1487,5.0,3,2.0,3.0,1,3.0,5.38,2.0,1.0,105.0,1.65,88.59
2.0,801,2.0,3,0.0,0.0,0,2.0,4.97,0.0,1.0,86.0,4.5,105.8
2.0,164,2.0,1,0.0,0.0,1,1.0,4.54,1.0,1.0,99.0,3.55,103.44
2.0,390,3.0,3,0.0,0.0,1,1.0,6.91,0.0,1.0,128.0,4.12,99.07
3.0,1824,5.0,3,0.0,0.0,0,3.0,6.6,0.0,1.0,143.0,4.73,91.88
3.0,2261,3.0,2,0.0,1.0,0,2.0,7.48,3.0,1.0,155.0,1.89,63.21
1.0,3378,8.0,5,2.0,0.0,0,3.0,7.79,1.0,1.0,132.0,4.11,105.03
4.0,449,3.0,2,1.0,0.0,1,3.0,7.88,0.0,1.0,107.0,4.77,90.42
1.0,2822,13.0,3,1.0,0.0,0,1.0,7.01,1.0,1.0,169.0,3.44,78.9
3.0,2206,3.0,4,0.0,1.0,0,3.0,6.11,0.0,1.0,134.0,4.12,93.58
0.0,902,7.0,3,0.0,1.0,0,1.0,4.86,1.0,1.0,104.0,2.91,91.32
2.0,127,2.0,2,0.0,0.0,1,3.0,6.75,2.0,1.0,132.0,3.49,98.31
2.0,262,4.0,3,2.0,0.0,0,3.0,5.17,0.0,1.0,116.0,4.78,102.44
2.0,328,2.0,2,1.0,1.0,0,3.0,5.63,0.0,1.0,94.0,4.17,93.34
2.0,12289,4.0,3,1.0,1.0,0,3.0,7.83,0.0,1.0,144.0,4.1,81.61
1.0,2258,11.0,6,1.0,1.0,0,3.0,8.15,2.0,2.0,127.0,2.8,51.86
3.0,1106,2.0,1,0.0,0.0,1,2.0,7.07,0.0,1.0,103.0,4.47,104.33
1.0,2571,5.0,4,2.0,2.0,0,1.0,7.34,1.0,1.0,111.0,2.26,101.4
3.0,1587,3.0,4,2.0,0.0,0,3.0,7.22,1.0,1.0,145.0,4.1,100.35
2.0,216,1.0,1,1.0,2.0,0,3.0,6.28,3.0,1.0,105.0,1.64,38.120000000000005
0.0,899,5.0,2,2.0,1.0,0,2.0,7.52,0.0,1.0,115.0,3.82,100.36
2.0,933,3.0,3,0.0,2.0,1,1.0,6.67,0.0,1.0,95.0,2.91,88.09
2.0,232,2.0,1,1.0,0.0,1,3.0,5.15,1.0,1.0,118.0,4.15,96.69
2.0,614,3.0,1,0.0,0.0,0,3.0,8.58,1.0,2.0,146.0,4.03,102.42
2.0,906,1.0,1,0.0,1.0,0,3.0,7.13,3.0,1.0,93.0,2.28,66.81
2.0,777,3.0,3,0.0,2.0,0,2.0,7.25,0.0,1.0,116.0,3.19,92.43
2.0,111,3.0,3,0.0,0.0,0,2.0,7.12,3.0,1.0,163.0,2.51,51.21
3.0,1657,2.0,4,2.0,1.0,1,1.0,6.33,0.0,1.0,127.0,3.5,108.33
0.0,1026,7.0,3,0.0,1.0,0,2.0,5.31,0.0,1.0,116.0,3.83,107.75
2.0,699,3.0,1,1.0,1.0,1,3.0,7.18,0.0,1.0,147.0,4.1,103.04
3.0,1984,2.0,4,2.0,2.0,0,3.0,7.5,0.0,1.0,128.0,3.49,97.21
2.0,832,4.0,1,1.0,1.0,1,2.0,9.09,0.0,2.0,181.0,3.67,103.39
2.0,572,1.0,2,1.0,0.0,0,3.0,8.42,0.0,2.0,135.0,4.67,85.0
4.0,466,0.0,2,1.0,0.0,0,1.0,5.69,0.0,1.0,103.0,4.16,77.18
1.0,2181,8.0,3,0.0,0.0,0,1.0,7.12,0.0,1.0,119.0,4.13,111.64
0.0,793,7.0,3,0.0,0.0,1,3.0,5.95,2.0,1.0,97.0,3.54,96.98
3.0,2047,5.0,2,2.0,0.0,0,2.0,4.76,2.0,1.0,88.0,3.24,109.32
1.0,2429,13.0,5,0.0,0.0,1,3.0,7.85,0.0,1.0,86.0,4.8,115.98
2.0,109,4.0,3,2.0,0.0,0,0.0,6.13,0.0,1.0,135.0,3.8,99.99
2.0,537,4.0,3,1.0,0.0,1,3.0,6.54,0.0,1.0,130.0,4.75,91.99
4.0,445,3.0,2,0.0,1.0,1,2.0,7.45,2.0,1.0,122.0,2.56,92.43
4.0,458,2.0,2,0.0,0.0,0,3.0,7.04,0.0,1.0,125.0,4.75,90.51
3.0,1383,5.0,2,0.0,1.0,1,1.0,7.57,2.0,1.0,129.0,2.23,90.46
3.0,1187,4.0,1,2.0,0.0,0,2.0,6.65,2.0,1.0,102.0,3.21,98.2
2.0,348,1.0,2,0.0,0.0,0,3.0,6.5,3.0,1.0,86.0,2.92,84.73
0.0,932,4.0,2,1.0,0.0,1,2.0,6.32,0.0,0.0,149.0,4.48,95.7
4.0,236,1.0,2,0.0,1.0,1,3.0,7.47,1.0,1.0,81.0,3.55,89.09
2.0,848,1.0,3,1.0,2.0,0,0.0,5.94,0.0,1.0,97.0,2.6,62.45
1.0,2490,7.0,6,2.0,0.0,0,3.0,4.03,2.0,1.0,115.0,3.53,91.64
0.0,1125,6.0,2,2.0,1.0,0,1.0,4.25,1.0,1.0,104.0,2.91,96.9
2.0,143,2.0,3,2.0,2.0,1,2.0,6.65,3.0,1.0,165.0,1.25,99.89
2.0,875,4.0,1,0.0,1.0,0,3.0,6.32,0.0,1.0,160.0,4.09,98.94
2.0,132,4.0,1,0.0,0.0,0,2.0,5.83,0.0,1.0,94.0,4.49,102.66
2.0,768,1.0,2,2.0,2.0,0,2.0,7.18,1.0,1.0,126.0,2.55,93.62
0.0,727,6.0,2,0.0,0.0,1,3.0,6.0,0.0,1.0,113.0,4.77,108.65
3.0,1618,3.0,3,1.0,0.0,0,1.0,8.72,1.0,2.0,174.0,3.36,50.19
2.0,555,2.0,1,0.0,0.0,1,2.0,6.29,0.0,1.0,84.0,4.49,104.12
2.0,747,1.0,2,1.0,3.0,0,3.0,5.79,0.0,1.0,96.0,2.91,55.46
2.0,983,4.0,2,2.0,0.0,1,3.0,5.79,0.0,1.0,103.0,4.79,112.17
2.0,625,3.0,1,1.0,0.0,0,1.0,6.55,0.0,1.0,105.0,4.15,97.8
2.0,926,3.0,1,0.0,0.0,1,3.0,8.63,0.0,2.0,196.0,4.59,98.7
0.0,1254,4.0,1,2.0,0.0,0,2.0,6.06,0.0,1.0,159.0,4.4,101.07
0.0,725,7.0,2,2.0,1.0,0,2.0,7.88,0.0,1.0,141.0,3.79,94.96
0.0,658,4.0,3,1.0,1.0,0,3.0,4.81,2.0,1.0,83.0,2.94,59.72
2.0,781,3.0,2,0.0,0.0,0,3.0,6.89,0.0,1.0,118.0,4.76,93.32
2.0,758,3.0,2,1.0,0.0,0,2.0,7.37,0.0,1.0,152.0,4.4,91.47
2.0,549,1.0,3,1.0,0.0,0,2.0,7.58,0.0,1.0,102.0,4.46,89.29
3.0,1664,3.0,2,0.0,0.0,0,3.0,5.29,1.0,1.0,103.0,4.16,102.32
2.0,301,2.0,3,1.0,0.0,0,1.0,6.76,0.0,1.0,163.0,4.08,92.46
3.0,2291,4.0,4,1.0,3.0,0,2.0,6.38,0.0,1.0,124.0,2.56,70.84
2.0,686,3.0,2,1.0,0.0,0,3.0,5.98,1.0,1.0,116.0,4.14,97.15
0.0,925,5.0,2,0.0,0.0,0,2.0,8.36,0.0,2.0,121.0,4.37,102.22
2.0,262,3.0,1,2.0,0.0,0,3.0,5.96,1.0,1.0,85.0,4.18,94.89
3.0,1900,2.0,4,0.0,0.0,0,1.0,5.75,0.0,1.0,95.0,4.17,104.49
4.0,360,1.0,2,0.0,0.0,0,2.0,5.52,1.0,1.0,104.0,3.85,104.77
2.0,941,3.0,2,1.0,1.0,0,3.0,4.51,0.0,1.0,80.0,4.2,86.42
2.0,924,1.0,2,0.0,1.0,1,2.0,6.74,0.0,2.0,161.0,3.7,95.7
3.0,2096,3.0,3,1.0,1.0,1,2.0,5.49,1.0,1.0,97.0,3.23,102.23
4.0,352,1.0,1,1.0,0.0,0,2.0,6.58,1.0,1.0,157.0,3.77,85.46
0.0,414,7.0,1,1.0,0.0,0,3.0,7.47,1.0,1.0,91.0,4.16,80.5
2.0,311,2.0,1,1.0,0.0,0,3.0,7.47,0.0,1.0,93.0,4.79,86.06
2.0,255,4.0,2,2.0,1.0,1,3.0,7.2,0.0,1.0,111.0,4.14,114.76
3.0,2115,2.0,3,1.0,0.0,0,1.0,4.49,0.0,1.0,869.0,4.19,99.86
0.0,803,4.0,3,0.0,1.0,0,2.0,5.78,1.0,1.0,113.0,3.21,84.7
3.0,2183,5.0,3,0.0,1.0,0,1.0,6.95,0.0,1.0,123.0,3.5,106.05
2.0,369,2.0,1,0.0,0.0,0,3.0,4.96,1.0,1.0,101.0,4.17,102.09
2.0,539,2.0,3,2.0,0.0,0,3.0,6.83,0.0,1.0,119.0,4.76,106.17
0.0,916,4.0,2,0.0,0.0,0,1.0,8.59,0.0,2.0,131.0,4.04,95.97
3.0,1868,5.0,3,2.0,1.0,0,3.0,7.33,1.0,1.0,98.0,3.53,95.94
0.0,1137,6.0,2,1.0,2.0,1,2.0,6.0,3.0,1.0,88.0,1.35,55.59
2.0,980,2.0,2,1.0,1.0,0,3.0,7.06,0.0,1.0,129.0,4.12,81.56
2.0,899,3.0,1,0.0,1.0,0,3.0,7.88,0.0,1.0,109.0,4.14,101.63
